Id	Code	Level	Time	Venue	VenueId	Title	Authors	pubURL	pdf	video	github	bib	doi	image	tags	Rate
S4	S	2	1-Jun-19	21st EG/VGTC Conference on Visualization	EuroVis 2019	WordStream: Interactive Visualization for Topic Evolution	"Tommy Dang,Huyen Nguyen,Vung Pham"	https://www.eurovis.org/	https://github.com/iDataVisualizationLab/WordStream/blob/master/EuroVis19_WordStream.pdf	https://idatavisualizationlab.github.io/WordStream/video.html	https://github.com/iDataVisualizationLab/WordStream	https://diglib.eg.org/handle/10.2312/2632781	https://diglib.eg.org/handle/10.2312/evs20191178	images/papers/ws.png	line-plot	
W14	W	3	20-Dec-18	The 2nd International Workshop on Big Social Management and Analysis	BSMDMA 2018 	HealthTvizer: Exploring Health Awareness in Twitter Data through Coordinated Multiple Views	"Ngan Nguyen,Tommy Dang,Vung Pham"	http://www.comp.hkbu.edu.hk/~xinhuang/BSMDMA2018/	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8622445	https://healthtvizer.github.io/	https://github.com/HealthTvizer/HealthTvizer.github.io	https://ieeexplore.ieee.org/document/8622445	https://ieeexplore.ieee.org/document/8622445	images/papers/HealthTvizer.png	line-plot	
W13	W	3	5-Dec-18	The 2nd International Workshop on Big Data for Financial News and Data	Financial News 2018 	FinanViz: Visualizing Emerging Topics in Financial News	"Ngan Nguyen,Tommy Dang"	https://intelligentfinance.github.io/2018IEEE-BigData-Workshop/index.html	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8622097	https://idatavisualizationlab.github.io/FinanViz/index.html	https://github.com/iDataVisualizationLab/FinanViz	https://ieeexplore.ieee.org/document/8622097	https://ieeexplore.ieee.org/document/8622097	images/papers/FinanViz.png	line-plot	
W12	W	3	1-Jan-18	The 3rd International Workshop on Application of Big Data for Computational Social Science	ABCSS  Workshop @ IEEE BigData 2018	UFO_Tracker: Visualizing UFO sightings	"Vinh Nguyen,Tommy Dang"	https://css-japan.com/en/bigdatacss2018/	http://myweb.ttu.edu/vinhtngu/data/IEEE_UFO_BigData_CameraReady__S25201.pdf		https://github.com/iDataVisualizationLab/UFO	https://ieeexplore.ieee.org/document/8622418	https://ieeexplore.ieee.org/document/8622418	images/papers/UFOTracker.png	line-plot	
W11	W	3	1-Mar-18	Big Data Engineering and Analytics in Cyber-Physical Systems	BigEACPS'18	IoTViz: Visualizing Emerging Topics in the Internet of Things	"Vung Pham,Vinh Nguyen,Tommy Dang"	https://sites.google.com/site/bigeacps18	http://myweb.ttu.edu/vinhtngu/data/IEEE_BigData_IoT_CameraReady.pdf	https://idatavisualizationlab.github.io/IoT/	https://github.com/iDataVisualizationLab/IoT	https://ieeexplore.ieee.org/document/8622375	https://ieeexplore.ieee.org/document/8622375	images/papers/IoTViz.png	line-plot	
W10	W	3	1-Nov-18	"The 2nd International Industry/University Workshop on Data-center Automation, Analytics, and Control"	DAAC 2018 	HPCViz: Visualizing and Monitoring Health Status of High Performance Computing Systems	"Tommy Dang,Vinh Nguyen,Vung Pham,Ghazanfar Ali,Yong Chen "	https://daac-general.nsfcac.org/daac-2018	https://drive.google.com/file/d/10SMKSwVMtkmLHaiBiDwdR_3NnKgUopFZ/view	https://idatavisualizationlab.github.io/HPCC/HPCViz/	https://github.com/iDataVisualizationLab/HPCC/tree/master/HPCViz			images/papers/HPCViz.png	line-plot	
C12	C	2	10-Dec-18	IEEE International Conference on Big Data	IEEE BigData	CVExplorer: Multidimensional Visualization for Common Vulnerabilities and Exposures	"Vung Pham,Tommy Dang"	http://cci.drexel.edu/bigdata/bigdata2018/index.html	https://github.com/iDataVisualizationLab/CVSS/blob/master/CVExplorer_BigData_2018.pdf	https://idatavisualizationlab.github.io/CVSS/	https://github.com/iDataVisualizationLab/CVSS	https://ieeexplore.ieee.org/document/8622092	http://cci.drexel.edu/bigdata/bigdata2018/AcceptedPapers.html	images/papers/CVExplorer2.png	line-plot	
C11	C	2	1-Dec-18	IEEE International Conference on Artificial Intelligence and Virtual Reality	AIVR 2018	Web-based Virtual Reality development in classroom: From learner's perspectives	"Vinh Nguyen,Tommy Dang"	http://aivr.asia.edu.tw/2018/	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8613629	https://www.youtube.com/watch?v=3IT3-mnqayo&feature=youtu.be	https://idatavisualizationlab.github.io/CS5331-VirtualReality/P1/index.html	https://ieeexplore.ieee.org/abstract/document/8613629	https://ieeexplore.ieee.org/abstract/document/8613629	images/papers/AIVR1.png	line-plot	
A2	A	2	3-Oct-18	VAST Challenge 2018: Mini-Challenge 2	VAST 2018	Award: Strong Support for Exploratory Analysis	"Vung Pham,Tommy Dang"	http://vacommunity.org/VAST+Challenge+2018+MC2	https://idatavisualizationlab.github.io/VAST2018/mc2/index.htm	https://idatavisualizationlab.github.io/VAST2018/	https://github.com/iDataVisualizationLab/VAST2018		https://idatavisualizationlab.github.io/VAST2018/heatmap.html	images/papers/VAST2018mc2.png	line-plot	
A1	A	2	1-Oct-18	VAST Challenge 2018: Mini-Challenge 2	VAST 2018	Honorable Mention: Representation of Small-Scale Temporal Patterns	"Tommy Dang,Vung Pham"	http://vacommunity.org/VAST+Challenge+2018+MC3	https://www.researchgate.net/publication/330005824_MTDES_Multi-dimensional_Temporal_Data_Exploration_System_Strong_Support_for_Exploratory_Analysis_Award_in_VAST_2018_Mini-Challenge_2	https://idatavisualizationlab.github.io/VAST2018mc3/	https://github.com/iDataVisualizationLab/VAST2018mc3	https://vimeo.com/319290251		images/papers/VAST2018mc3.png	line-plot	
S3	S	2	1-Jul-18	ACM SIGSOFT International Symposium on Software Testing and Analysis	ISSTA 2018	MalViz: An Interactive Visualization Tool for Tracing Malware	"Vinh Nguyen,Tommy Dang,Akbar Namin"	https://conf.researchr.org/home/issta-2018	https://github.com/Alex-Nguyen/Malviz/blob/master/paper/ISSTA2018_Demo_CameraReady.pdf	https://www.youtube.com/watch?v=4NUMYGhPb4I&feature=youtu.be	https://github.com/Alex-Nguyen/Malviz	https://dl.acm.org/citation.cfm?doid=3213846.3229501	https://dl.acm.org/citation.cfm?doid=3213846.3229501	images/papers/MalViz.png	line-plot	
W9	W	3	10-Jun-18	The 9th international EuroVis workshop on Visual Analytics	EuroVA 2018 	ComModeler: Topic Modeling Using Community Detection	"Vinh Nguyen,Tommy Dang"	http://www.eurova.org/	https://www.researchgate.net/publication/324451738_ComModeler_Topic_Modeling_Using_Community_Detection	https://dycomdetector.github.io/	https://github.com/DycomDetector/DycomDetector.github.io	https://diglib.eg.org/handle/10.2312/eurova20181104	https://diglib.eg.org/handle/10.2312/eurova20181104	images/papers/ComModeler_IMDB.png	line-plot	
W8	W	3	1-Jun-18	The Visualization in Environmental Sciences	EnvirVis 2018 	Predict Saturated Thickness using TensorBoard Visualization	"Vinh Nguyen,Fang Jin,Tommy Dang"	https://www.informatik.uni-leipzig.de/bsv/envirvis2018/	https://www.researchgate.net/publication/324362772_Predict_Saturated_Thickness_using_TensorBoard_Visualization	https://www.youtube.com/watch?v=GIN6J0pme40	https://github.com/Alex-Nguyen/SaturatedThicknessTensorBoard	https://diglib.eg.org/handle/10.2312/envirvis20181135	https://diglib.eg.org/handle/10.2312/envirvis20181135	images/papers/TensorFlow_LSTM.png	line-plot	
W7	W	3	10-Oct-17	"IEEE Workshop on Virtual, Augmented and Mixed Reality in Education"	ISMAR 2017 	Setting up virtual reality and augmented reality learning environment in Unity	"Vinh Nguyen,Tommy Dang"	https://www.vamre.org/	http://myweb.ttu.edu/vinhtngu/contents/2017/VAMRE/SetupVRUnity.pdf	https://drive.google.com/file/d/1QZkop1Vl17tabTXLwWEYegCt9uq5Vr4r/view	https://terrain.party/	bibTex/Nguyen2017SettingUpVR.txt	http://ieeexplore.ieee.org/document/8088512/	images/papers/SettingUpVR.png	line-plot	
W6	W	3	1-Oct-17	Visualization in Data Science at IEEE VIS 2017	VDS 2017	CancerLinker: Explorations of Cancer Study Network	"Vinh Nguyen,Tommy Dang"	http://www.visualdatascience.org/2017/	https://arxiv.org/pdf/1710.06062.pdf	https://www.youtube.com/embed/ioyaTPani4A	https://github.com/iDataVisualizationLab/CancerLinker	https://ieeexplore.ieee.org/document/8573445	https://arxiv.org/abs/1710.06062	images/papers/CancerMapper.png	line-plot	?%
W5	W	3	22-Oct-17	Proceedings of the 3rd International Workshop on Visualization and Interaction for Ontologies and Linked Data	VOILA 2017	A User Study of Techniques for Visualizing Structure and Connectivity in Hierarchical Datasets	"Tommy Dang,Paul Murray,Ronak Etemadpour,Angus Forbes"	http://voila2017.visualdataweb.org/	http://ceur-ws.org/Vol-1947/paper05.pdf	http://cactustrees.github.io/	https://github.com/CactusTrees/CactusTrees.github.io	bibTex/Dang2017CactusStudy.txt	http://ceur-ws.org/Vol-1947/	images/papers/CactusStudy.png	line-plot	?%
W4	W	3	1-Sep-17	KDD 2017 Workshop on Interactive Data Exploration and Analytics	IDEA 2017	DycomDetector: Discover topics using automatic community detections in dynamic networks	"Tommy Dang ,Vinh Nguyen"	http://poloclub.gatech.edu/idea2017/	https://github.com/iDataVisualizationLab/DycomDetector/blob/master/paper/DycomDetector.pdf	https://www.youtube.com/watch?v=Sk1rde-C0Pc&feature=youtu.be	https://github.com/iDataVisualizationLab/DycomDetector	https://www.researchgate.net/publication/328006659_DycomDetector_Discover_topics_using_automatic_community_detections_in_dynamic_networks	https://www.researchgate.net/publication/328006659_DycomDetector_Discover_topics_using_automatic_community_detections_in_dynamic_networks	images/papers/Dycom.png	line-plot	
W3	W	3	1-Mar-17	The Visualization in Environmental Sciences 	EnvirVis 2017	STOAViz: Visualizing Saturated Thickness of Ogallala Aquifer	"Tommy Dang,Abdullah Karim,Venki Uddameri"	http://www.informatik.uni-leipzig.de/~envirvis2017/	https://github.com/iDataVisualizationLab/SaturatedThickness/raw/master/files/STOAViz.pdf	http://myweb.ttu.edu/longhngu/resources/demo-saturated-thickness.mp4	https://github.com/iDataVisualizationLab/SaturatedThickness	bibTex/Dang2017StoaViz.txt	https://diglib.eg.org/handle/10.2312/envirvis20171102	https://github.com/iDataVisualizationLab/SaturatedThickness/raw/master/files/STOAViz.png	line-plot	?%
S2	S	3	1-Apr-17	The 10th IEEE Pacific Visualization Symposium	PacificVis 2017	CactusTree: A Tree Drawing Approach for Hierarchical Edge Bundling	"Tommy Dang,Angus Forbes"	http://pacificvis.snu.ac.kr/	https://github.com/iDataVisualizationLab/webFiles/raw/master/CactusTree/CactusTree.pdf	https://github.com/iDataVisualizationLab/webFiles/blob/master/CactusTree/CactusTree.mp4?raw=true	https://github.com/CreativeCodingLab/HierarchicalCircularLayout	bibTex/Dang2017CactusTree.txt	http://ieeexplore.ieee.org/document/8031596/	images/papers/cactus.png	line-plot	42%
S1	S	3	10-Apr-17	The 10th IEEE Pacific Visualization Symposium	PacificVis 2017	BioLinker: Bottom-up exploration of protein interaction network	"Tommy Dang,Paul Murray,Angus Forbes"	http://pacificvis.snu.ac.kr/	https://github.com/iDataVisualizationLab/BioLinker/raw/master/files/BioLinker.pdf	http://www2.cs.uic.edu/~tdang/BioLinker/BioLinker.mp4	https://github.com/iDataVisualizationLab/BioLinker	bibTex/Dang2017BioLinker.txt	http://ieeexplore.ieee.org/document/8031603/	https://raw.githubusercontent.com/CreativeCodingLab/BioLinker/master/figures/Figure1.png	line-plot	42%
W2	W	3	1-Apr-16	The 7th international EuroVis workshop on Visual Analytics	EuroVA 2016	MultiLayerMatrix: Visualizing Large Taxonomic Datasets	"Tuan Dang,Tommy Dang,Hong Cui,Angus Forbes"								line-plot	
J5	J	1	1-Jun-16	Computer Graphics Forum 35(3)	EuroVis 2016	TimeArcs: Visualizing Fluctuations in Dynamic Networks	"Tuan Dang,Nick Pendar,Angus Forbes"								line-plot	27%
W1	W	3	1-Nov-15	International Workshop on Visualizations and User Interfaces for Ontologies and Linked Data	VOILA 2015	ProvenanceMatrix: A Visualization Tool for Multi-Taxonomy Alignments	"Tuan Dang,Nico Franz,Bertram Ludascher,Angus Forbes"								line-plot	
C10	C	2	1-Jul-15	BMC Proceedings 9(6)	BioVis 2015	ReactionFlow: An Interactive Visualization Tool for Causality Analysis in Biological Pathways	"Tuan Dang,Paul Murray,Jillian Aurisano,Angus Forbes"								line-plot	
C9	C	2	10-Jul-15	BMC Proceedings 9(6)	BioVis 2015	PathwayMatrix: Visualizing Binary Relationships between Proteins in Biological Pathways	"Tuan Dang,Paul Murray,Angus Forbes"								line-plot	
C8	C	3	1-Dec-14	Proceedings of the 10th International Symposium on Visual Computing	ISVC 2014	PixSearcher: Searching Similar Images in Large Image Collections through Pixel Descriptors	"Tuan Dang,Leland Wilkinson"								line-plot	
J4	J	1	1-Apr-14	IEEE Transactions on Visualization and Computer Graphics 20(12)	VAST 2014	Transforming Scagnostics to Reveal Hidden Features	"Tuan Dang,Leland Wilkinson"								line-plot	23%
C7	C	2	1-Mar-14	Proceedings of the 7th IEEE Pacific Visualization Symposium	PacificVis 2014	ScagExplorer: Exploring Scatterplots by Their Scagnostics	"Tuan Dang,Leland Wilkinson"								line-plot	29%
C6	C	3	1-Jul-13	Proceedings of the 9th International Symposium on Visual Computing	ISVC 2013	TimeExplorer: Similarity Search Time Series by Their Signatures	"Tuan Dang,Leland Wilkinson"								line-plot	
C5	C	3	1-Sep-12	Proceedings of the 5th International Symposium on Visual Information Communication and Interaction	VINCI 2012	Detecting interesting distributions in multiple time series data	"Tuan Dang,Leland Wilkinson"								line-plot	
C4 	C	3	1-Jul-12	Proceedings of the 8th International Symposium on Visual Computing	ISVC 2012	FmFinder: Search and Filter Your Favorite Songs	"Tuan Dang,Anushka Anand,Leland Wilkinson"								line-plot	
J3	J	1	1-Apr-12	IEEE Transactions on Visualization and Computer Graphics 19(3)	TVCG 2012	TimeSeer: Scagnostics for High-Dimensional Time Series	"Tuan Dang,Anushka Anand,Leland Wilkinson"								line-plot	
C3	C	1	1-Jun-12	Proceedings of IEEE Conference on Visual Analytics Science and Technology	VAST 2012	Visual Pattern Discovery using Random Projections	"Anushka Anand,Leland Wilkinson,Tuan Dang"								line-plot	28%
J2	J	1	1-Jan-12	Journal ACM Transactions on Knowledge Discovery from Data	TKDD 2012	Substantial improvements in the set-covering projection classifier CHIRP	"Tuan Dang,Anushka Anand,Leland Wilkinson"								line-plot	
C2	C	1	1-Jan-11	Proceedings of the 17th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining	KDD 2011	CHIRP: A new classifier based on Composite Hypercubes on Iterated Random Projections	"Leland Wilkinson,Anushka Anand,Tuan Dang"								line-plot	17.50%
J1	J	1	1-Jan-10	IEEE Transactions on Visualization AndComputer Graphics 16(6)	InfoVis 2010	Stacking Graphic Elements to Avoid Over-Plotting	"Tuan Dang,Anushka Anand,Leland Wilkinson"								line-plot	26%
C1	C	1	1-Jan-09	Proceedings of IEEE International Conference on Data Mining	ICDM 2009	An L-infinity Norm Visual Classier	"Anushka Anand,Leland Wilkinson,Tuan Dang"								line-plot	17.80%
